workerid,lure,trial,speaker,time,audio,response,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""fruit""",14,"""aave""",38453,"""aave-fruit""","""15""","""English ""","""1""","""Male""","""21""","""no""","""""","""Yes""","""yes""","""2""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""3R8YZBNQ9I71YU4S0JQRXOQX0UKQ70""",0,"""Approved""","""Tue May 15 05:21:10 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:10 PDT 2018""","""Tue May 15 05:21:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""11.2165"""
0,"""kill""",15,"""aave""",32516,"""aave-kill""","""deadly murder""","""English ""","""1""","""Male""","""21""","""no""","""""","""Yes""","""yes""","""2""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""3R8YZBNQ9I71YU4S0JQRXOQX0UKQ70""",0,"""Approved""","""Tue May 15 05:21:10 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:10 PDT 2018""","""Tue May 15 05:21:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""11.2165"""
0,"""trash""",16,"""conner""",56698,"""conner-trash""","""0""","""English ""","""1""","""Male""","""21""","""no""","""""","""Yes""","""yes""","""2""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""3R8YZBNQ9I71YU4S0JQRXOQX0UKQ70""",0,"""Approved""","""Tue May 15 05:21:10 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:10 PDT 2018""","""Tue May 15 05:21:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""11.2165"""
0,"""athlete""",17,"""conner""",38569,"""conner-athlete""","""skilled muscle ""","""English ""","""1""","""Male""","""21""","""no""","""""","""Yes""","""yes""","""2""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""3R8YZBNQ9I71YU4S0JQRXOQX0UKQ70""",0,"""Approved""","""Tue May 15 05:21:10 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:10 PDT 2018""","""Tue May 15 05:21:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""11.2165"""
0,"""chair""",18,"""aave""",45257,"""aave-chair""","""108""","""English ""","""1""","""Male""","""21""","""no""","""""","""Yes""","""yes""","""2""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""3R8YZBNQ9I71YU4S0JQRXOQX0UKQ70""",0,"""Approved""","""Tue May 15 05:21:10 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:10 PDT 2018""","""Tue May 15 05:21:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""11.2165"""
0,"""lion""",19,"""aave""",28412,"""aave-lion""","""hunt bear""","""English ""","""1""","""Male""","""21""","""no""","""""","""Yes""","""yes""","""2""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""3R8YZBNQ9I71YU4S0JQRXOQX0UKQ70""",0,"""Approved""","""Tue May 15 05:21:10 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:10 PDT 2018""","""Tue May 15 05:21:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""11.2165"""
1,"""thug""",4,"""conner""",51708,"""conner-thug""","""criminal gangster life bully mean bad punk crime hoodlum robber street hood violent drugs""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""fruit""",5,"""aave""",33142,"""aave-fruit""","""15""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""mountain""",6,"""conner""",26970,"""conner-mountain""","""hill valley climb summit top molehill peak bike climber range steep""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""gun""",7,"""aave""",33284,"""aave-gun""","""4""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""athlete""",8,"""conner""",47319,"""conner-athlete""","""sports strong football fit runner jock basketball olympics professional compete fast healthy muscle skilled""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""sweet""",9,"""aave""",39472,"""aave-sweet""","""honey bitter nice sugar tart taste fudge candy syrup chocolate desert sour frosting""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""anger""",10,"""aave""",37422,"""aave-anger""","""mad fear hate rage temper fury ire wrath happy fight hatred mean calm emotion""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""kill""",11,"""aave""",39773,"""aave-kill""","""slay suicide violence shoot stab attack homicide destroy shot smother poison assassin murder deadly""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""jail""",12,"""conner""",31841,"""conner-jail""","""1""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
